candidate_id,rank,score,reasoning
CAND_0059795,62,0.6989505589485557,A candidate with a strong background in ai/ml and relevant skills for senior roles in the field.
CAND_0086022,63,0.6989489252189346,"A candidate with experience in ai/ml and senior roles in both fields, suitable for a senior ai engineer position."
CAND_0070514,64,0.6981278778946337,"A candidate with a 3.6-month ai specialist role in ai/ml, focusing on python skills."
CAND_0081852,65,0.6980923612885283,"A candidate with a 4.2-month senior data scientist role and 1.6-month ai engineer experience in ai/ml and e-commerce, along with a m.sc in data science, is ideal for this role."
CAND_0004233,66,0.6978543199288645,"A candidate with 5+ years of backend experience, strong fundamentals in software engineering, and self-learner expertise in ai/ml, ideal for a senior ai engineer role."
CAND_0096314,67,0.6975466396633629,A candidate with a ph.d. in machine learning and a 2.8-month tenure in a saas role is ideal for a senior ai engineer position.
CAND_0007863,68,0.6972515873524423,A candidate with a m.tech in data science is ideal for a senior ai engineer role.
CAND_0085516,69,0.69708448026688,A candidate with a b.tech in computer science and python skills is well-suited for a senior ai engineer role.
CAND_0098288,70,0.6966293549340903,"A candidate with advanced skills in learning to rank and information retrieval, along with experience in food delivery, is ideal for a senior ai engineer role."
CAND_0035690,71,0.6959869540479134,"A candidate with 5+ years of backend experience, strong fundamentals in software development, and a self-learner background in ai/ml, ideal for a senior ai engineer role."
CAND_0087511,72,0.6958779910557056,A candidate with a strong foundation in learning to rank (intermediate) is ideal for a senior ai engineer role.
CAND_0021706,73,0.695713892742269,A candidate with expertise in ai and data analysis for a senior ai engineer role.
CAND_0066951,74,0.6955526663724357,A candidate with an m.s. in machine learning is well-suited for the senior ai engineer role.
CAND_0044470,75,0.69541188392767,A candidate with a m.sc in computer science is well-suited for a senior ai engineer role.
CAND_0064027,76,0.6952944794377397,"A candidate with 5+ years of backend experience, strong fundamentals in software development, and a self-learner background in ai/ml, ideal for a senior ai engineer role."
CAND_0088920,77,0.6951622879229553,A candidate with a b.tech in computer science is well-suited for a senior ai engineer role.
CAND_0010816,78,0.6951025659223556,A candidate with a b.sc in computer engineering is well-suited for a senior ai engineer role.
CAND_0013440,79,0.6947511868394092,"A candidate with a senior data engineer role in edtech and it services, holding an m.s. in artificial intelligence, and advanced skills in embeddings."
CAND_0094786,80,0.6947399717424162,A candidate with a b.e. in computer science and advanced python skills is ideal for a senior ai engineer role.
CAND_0045084,81,0.6947229779890358,"A candidate with 5+ years of backend experience, strong fundamentals in software engineering, and self-learner expertise in ai/ml, making them a strong fit for a senior ai engineer role."
CAND_0098079,82,0.6942233053070664,"This candidate has advanced skills in embeddings and information retrieval, making them a strong fit for a senior ai engineer role."
CAND_0029918,83,0.6938663600581815,A candidate with advanced python skills is ideal for a senior ai engineer role.
CAND_0068410,84,0.6935098411087929,A candidate with a 3.7-month senior software engineer (ml) role in edtech and 2.1-month ai specialist experience in e-commerce is ideal for a senior ai engineer role.
CAND_0043322,85,0.6925640069660173,A candidate with an m.e. in data science is well-suited for a senior ai engineer role.
CAND_0045820,86,0.6923583130751025,A candidate with an m.sc in machine learning and python expertise is well-suited for a senior ai engineer role.
CAND_0064609,87,0.6923140535816845,A candidate with a master's in machine learning and an m.sc. in artificial intelligence is ideal for a senior ai engineer role.
CAND_0094728,88,0.6922535619359713,"A candidate with 2.7 months of experience in ai and 3.8 months in ml, along with skills in embeddings, is ideal for a senior ai engineer role."
CAND_0030946,89,0.6921770987251473,A candidate with experience in ai/ml and advanced learning to rank is ideal for a senior ai engineer role.
CAND_0079032,90,0.691008904105233,A candidate with an m.sc in ai and advanced llm fine-tuning skills is ideal for this role.
CAND_0076745,91,0.6907832517676085,"A candidate with 5+ years of backend experience, strong fundamentals in software engineering, and a self-learner background in ai/ml, making them a good fit for a senior ai engineer role."
CAND_0094205,92,0.6907587092491211,A candidate for a senior software engineer role with 2.1 months in saas.
CAND_0066511,93,0.6904720323213397,A candidate with a b.sc in computer science is well-suited for a senior ai engineer role.
CAND_0032690,94,0.6904601413788671,"A candidate with a b.tech in computer engineering, experience in senior software engineer and senior data engineer roles, and expertise in fine-tuning llms is ideal for a senior ai engineer role."
CAND_0088636,95,0.6900202325483384,A candidate with a m.tech in machine learning is ideal for a senior ai engineer role.
CAND_0006574,96,0.6895305096316889,"A candidate with 5+ years of backend experience, strong fundamentals in software development, and a self-learner background in ai/ml, ideal for a senior ai engineer role."
CAND_0057188,97,0.6893049165280349,"A candidate with 5.5 years of experience in backend systems, strong fundamentals in software development, and a self-learner background in ai/ml, making them a strong fit for a senior ai engineer role."
CAND_0078055,98,0.688763856045353,"A candidate with 5.5 years of experience in backend systems, strong fundamentals in software development, and a self-learner approach to ai/ml, making them a strong fit for a senior ai engineer role."
CAND_0029293,99,0.6886001608871173,"This candidate has a strong background in data science and computer engineering, making them a suitable candidate for a senior ai engineer role."
CAND_0009685,100,0.6885179673977386,A candidate with a 1.8-month senior data engineer and 2.0-month senior software engineer experience in it services or edtech.
